accuracy,f1_score,Disparate Impact,Equal Opportunity,Equalized Odds,Predictive Parity,N-Sigma (ErrorRate),Average distance from origin
0.5599665896919374,0.3350291790605903,0.8833430789841824,0.0024330879680581896,0.008403367593949329,0.02802509367743522,0.06018164192195064,0.10434524406818647
0.5599665896919374,0.3350291790605903,0.8833430789841824,0.0024330879680581896,0.008403367593949329,0.02802509367743522,0.06018164192195064,0.10434829180180735
0.5599665896919374,0.3350291790605903,0.8833430789841824,0.0024330879680581896,0.008403367593949329,0.02802509367743522,0.06018164192195064,0.10434353098167495
0.5599665896919374,0.3350291790605903,0.8833430789841824,0.0024330879680581896,0.008403367593949329,0.02802509367743522,0.06018164192195064,0.10434707255504869
0.5599665896919374,0.3350291790605903,0.8833430789841824,0.0024330879680581896,0.008403367593949329,0.02802509367743522,0.06018164192195064,0.10434611210441358
0.5599665896919374,0.3350291790605903,0.8833430789841824,0.0024330879680581896,0.008403367593949329,0.02802509367743522,0.06018164192195064,0.10434495209096771
0.5599665896919374,0.3350291790605903,0.8833430789841824,0.0024330879680581896,0.008403367593949329,0.02802509367743522,0.06018164192195064,0.10434755124075526
0.5599665896919374,0.3350291790605903,0.8833430789841824,0.0024330879680581896,0.008403367593949329,0.02802509367743522,0.06018164192195064,0.10434571061800087
0.5599665896919374,0.3350291790605903,0.8833430789841824,0.0024330879680581896,0.008403367593949329,0.02802509367743522,0.06018164192195064,0.10434875482594967
0.5599665896919374,0.3350291790605903,0.8833430789841824,0.0024330879680581896,0.008403367593949329,0.02802509367743522,0.06018164192195064,0.10434668387114486
